2019-12-12 21:17:06.048466 - Python Partest Version 0.5
Setting up test: runsperthread=50 threads=1 totalruns=50 payload=[{'name': 'Bob'} {'name': 'Joe'} {'name': 'Steve'}]

Raw results of each run:
containerID,contextSwitches,contextSwitchesDelta,cpuCores,cpuIdle,cpuIdleDelta,cpuIowait,cpuIowaitDelta,cpuIrq,cpuIrqDelta,cpuKrn,cpuKrnDelta,cpuModel,cpuNice,cpuNiceDelta,cpuSoftIrq,cpuSoftIrqDelta,cpuType,cpuUsr,cpuUsrDelta,frameworkRuntime,freeMemory,functionMemory,functionName,functionRegion,majorPageFaults,majorPageFaultsDelta,newcontainer,pageFaults,pageFaultsDelta,runtime,totalMemory,userRuntime,uuid,vmID,vmcpusteal,vmcpustealDelta,vmuptime
2019/12/12/[$LATEST]144dbb1e9eb44273ab5c23465f21fd41,28900,711,2,2397,0,0,1,0,0,0,33,412248,512,tutorial9,us-east-1,684,0,0,71966,0,12035,11,633804,12000,e7900f82-3990-43ee-8e05-db22673e71c7,g8Ujcw,133,4,1576182424,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]ade6a3d911f743df9b97b8197ddb3061,22417,32,2,0,0,0,0,0,0,0,9,410464,512,tutorial9,us-east-1,690,0,0,72313,6,10,11,633804,0,a96e99b1-d05f-4f26-b602-73c851b0b36d,hzWV28,65,0,1576183637,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]ade6a3d911f743df9b97b8197ddb3061,22209,3,2,0,0,0,0,0,0,0,18,410836,512,tutorial9,us-east-1,690,0,0,72098,0,19,11,633804,0,a96e99b1-d05f-4f26-b602-73c851b0b36d,hzWV28,65,0,1576183637,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]ade6a3d911f743df9b97b8197ddb3061,23081,2,2,0,0,0,0,0,0,0,5,410124,512,tutorial9,us-east-1,690,0,0,72833,0,6,11,633804,0,a96e99b1-d05f-4f26-b602-73c851b0b36d,hzWV28,67,0,1576183637,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]144dbb1e9eb44273ab5c23465f21fd41,25905,2,2,0,0,0,0,0,0,0,20,413416,512,tutorial9,us-east-1,684,0,0,70807,0,20,11,633804,0,e7900f82-3990-43ee-8e05-db22673e71c7,g8Ujcw,124,0,1576182424,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]004c9f15db7d4685a3bf5cb6d0e02e45,22015,4,2,0,0,0,0,0,0,0,38,405584,512,tutorial9,us-east-1,688,0,0,74779,0,39,11,633804,0,d79e1243-13ed-4f9d-99fd-590c02b47d4c,wlA3wq,17,0,1576184143,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]5b89876785564fd2bfa943b4bd9cd824,25968,5,2,0,0,0,0,0,0,1,4,410216,512,tutorial9,us-east-1,688,0,0,71649,0,5,11,633804,0,4828f38f-740b-4086-9a44-5aa2c09ead44,TBroUA,142,0,1576182693,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]ade6a3d911f743df9b97b8197ddb3061,22864,2,2,0,0,0,0,0,0,0,3,410380,512,tutorial9,us-east-1,690,0,0,72627,0,4,11,633804,0,a96e99b1-d05f-4f26-b602-73c851b0b36d,hzWV28,67,0,1576183637,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]5b89876785564fd2bfa943b4bd9cd824,26771,0,2,0,0,0,0,0,0,0,4,409480,512,tutorial9,us-east-1,688,0,0,72384,0,4,11,633804,0,4828f38f-740b-4086-9a44-5aa2c09ead44,TBroUA,145,0,1576182693,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]812e2aa9aec64af0b75436a6ab3d09c7,12974,1462,2,2619,1,0,12,0,0,23,122,473616,512,tutorial9,us-east-1,641,2,1,60236,1823,13447,11,633804,13321,73aad9bd-ce4d-4405-ab6c-27d5012ddc73,V3MMI0,9,13,1576183706,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]fcc7d3f39bfa436d8a3ca069a08c5856,22615,2,2,0,0,0,0,0,0,0,4,412560,512,tutorial9,us-east-1,682,0,0,71750,0,5,11,633804,0,2dc8ab96-0e86-41b0-b5f7-ee5d5e71057d,mBp05T,179,0,1576183452,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]ba0763c7d19e40c38217c37785fec6b5,24221,2,2,0,0,0,0,0,0,0,7,405128,512,tutorial9,us-east-1,691,0,0,73612,5,8,11,633804,0,9c336ea7-2e72-4845-bca9-eaaea3d591b2,5BaqaE,96,0,1576183247,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]5b89876785564fd2bfa943b4bd9cd824,27121,2,2,0,0,0,0,0,0,0,3,409052,512,tutorial9,us-east-1,688,0,0,72693,0,4,11,633804,0,4828f38f-740b-4086-9a44-5aa2c09ead44,TBroUA,147,0,1576182693,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]ade6a3d911f743df9b97b8197ddb3061,23462,2,2,0,0,0,0,0,0,0,4,409728,512,tutorial9,us-east-1,690,0,0,73152,0,5,11,633804,0,a96e99b1-d05f-4f26-b602-73c851b0b36d,hzWV28,67,0,1576183637,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]144dbb1e9eb44273ab5c23465f21fd41,26316,0,2,0,0,0,0,0,0,0,17,412968,512,tutorial9,us-east-1,684,0,0,71107,0,18,11,633804,0,e7900f82-3990-43ee-8e05-db22673e71c7,g8Ujcw,127,0,1576182424,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]ade6a3d911f743df9b97b8197ddb3061,23629,4,2,0,0,0,0,0,0,0,3,409728,512,tutorial9,us-east-1,690,0,0,73276,0,4,11,633804,0,a96e99b1-d05f-4f26-b602-73c851b0b36d,hzWV28,67,0,1576183637,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]11f62e8a6c6b408586b6c302dc8071b0,23666,2,2,0,0,0,0,0,0,0,4,410032,512,tutorial9,us-east-1,690,0,0,72017,0,5,11,633804,1,e1707efd-06d3-4601-bd65-83f7b5a7b0cc,vfjy6n,140,0,1576183461,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]ade6a3d911f743df9b97b8197ddb3061,21138,804,2,605,0,0,5,0,1,31,18,414968,512,tutorial9,us-east-1,687,3,0,71435,489,3238,11,633804,3219,a96e99b1-d05f-4f26-b602-73c851b0b36d,hzWV28,61,3,1576183637,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]004c9f15db7d4685a3bf5cb6d0e02e45,22625,4,2,0,0,0,0,0,0,0,4,404908,512,tutorial9,us-east-1,688,0,0,75282,0,4,11,633804,0,d79e1243-13ed-4f9d-99fd-590c02b47d4c,wlA3wq,17,0,1576184143,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11

Category newcontainer:
newcontainer,uses,containerID_list,avg_contextSwitches,avg_contextSwitchesDelta,avg_cpuCores,avg_cpuIdleDelta,avg_cpuIowaitDelta,avg_cpuIrqDelta,avg_cpuKrnDelta,avg_cpuNiceDelta,avg_cpuSoftIrqDelta,cpuType_list,avg_cpuUsrDelta,avg_frameworkRuntime,avg_freeMemory,avg_functionMemory,avg_majorPageFaults,avg_majorPageFaultsDelta,sum_newcontainer,avg_pageFaults,avg_pageFaultsDelta,avg_runtime,avg_tenants[vmID],avg_totalMemory,avg_userRuntime,vmID_list,avg_vmcpusteal,avg_vmcpustealDelta,avg_vmuptime
0,92,['2019/12/12/[$LATEST]004c9f15db7d4685a3bf5cb6d0e02e45'; '2019/12/12/[$LATEST]11f62e8a6c6b408586b6c302dc8071b0'; '2019/12/12/[$LATEST]144dbb1e9eb44273ab5c23465f21fd41'; '2019/12/12/[$LATEST]16837b7d7391406ab610e273e4f45e53'; '2019/12/12/[$LATEST]5b89876785564fd2bfa943b4bd9cd824'; '2019/12/12/[$LATEST]812e2aa9aec64af0b75436a6ab3d09c7'; '2019/12/12/[$LATEST]a93869d0cfce4d6f8907ec48e9eef4fc'; '2019/12/12/[$LATEST]ade6a3d911f743df9b97b8197ddb3061'; '2019/12/12/[$LATEST]ba0763c7d19e40c38217c37785fec6b5'; '2019/12/12/[$LATEST]fcc7d3f39bfa436d8a3ca069a08c5856'],24075.84,236.67,2.00,567.78,0.00,0.00,0.71,0.00,0.08,['Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62'],2.87,12.49,409469.13,512.00,687.10,0.28,0,72617.89,45.87,2874.90,10.83,633804.00,2861.16,['5BaqaE'; 'TBroUA'; 'V3MMI0'; 'g8Ujcw'; 'hzWV28'; 'jpm7Bu'; 'mBp05T'; 'vfjy6n'; 'wlA3wq'; 'yVBXpQ'],122.70,1.64,1576183308.76
1,10,['2019/12/12/[$LATEST]004c9f15db7d4685a3bf5cb6d0e02e45'; '2019/12/12/[$LATEST]11f62e8a6c6b408586b6c302dc8071b0'; '2019/12/12/[$LATEST]144dbb1e9eb44273ab5c23465f21fd41'; '2019/12/12/[$LATEST]16837b7d7391406ab610e273e4f45e53'; '2019/12/12/[$LATEST]5b89876785564fd2bfa943b4bd9cd824'; '2019/12/12/[$LATEST]812e2aa9aec64af0b75436a6ab3d09c7'; '2019/12/12/[$LATEST]a93869d0cfce4d6f8907ec48e9eef4fc'; '2019/12/12/[$LATEST]ade6a3d911f743df9b97b8197ddb3061'; '2019/12/12/[$LATEST]ba0763c7d19e40c38217c37785fec6b5'; '2019/12/12/[$LATEST]fcc7d3f39bfa436d8a3ca069a08c5856'],14096.70,1520.50,2.00,2624.30,0.40,0.00,12.20,0.00,0.10,['Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62'],24.30,216.20,472968.00,512.00,642.70,0.80,10,60700.80,1652.10,13567.70,10.20,633804.00,13350.20,['5BaqaE'; 'TBroUA'; 'V3MMI0'; 'g8Ujcw'; 'hzWV28'; 'jpm7Bu'; 'mBp05T'; 'vfjy6n'; 'wlA3wq'; 'yVBXpQ'],40.30,14.20,1576183279.50
Total number of unique newcontainers: 2

Category vmID:
vmID,uses,containerID_list,avg_contextSwitches,avg_contextSwitchesDelta,avg_cpuCores,avg_cpuIdleDelta,avg_cpuIowaitDelta,avg_cpuIrqDelta,avg_cpuKrnDelta,avg_cpuNiceDelta,avg_cpuSoftIrqDelta,cpuType_list,avg_cpuUsrDelta,avg_frameworkRuntime,avg_freeMemory,avg_functionMemory,avg_majorPageFaults,avg_majorPageFaultsDelta,sum_newcontainer,avg_pageFaults,avg_pageFaultsDelta,avg_runtime,avg_tenants[vmID],avg_totalMemory,avg_userRuntime,avg_vmcpusteal,avg_vmcpustealDelta,avg_vmuptime
5BaqaE,11,['2019/12/12/[$LATEST]ba0763c7d19e40c38217c37785fec6b5'],23379.82,373.18,2.00,738.27,0.00,0.00,2.00,0.00,0.00,['Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62'],5.27,30.36,411681.45,512.00,686.09,0.27,1,72472.18,287.09,3767.36,11.00,633804.00,3736.00,89.55,3.64,1576183247.00
TBroUA,11,['2019/12/12/[$LATEST]5b89876785564fd2bfa943b4bd9cd824'],25657.73,383.27,2.00,860.09,0.09,0.00,1.55,0.00,0.09,['Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62'],5.27,33.64,415589.45,512.00,683.55,0.55,1,71162.09,155.91,4379.45,11.00,633804.00,4344.45,136.82,3.45,1576182693.00
V3MMI0,11,['2019/12/12/[$LATEST]812e2aa9aec64af0b75436a6ab3d09c7'],22991.00,392.91,2.00,921.36,0.09,0.00,1.64,0.00,0.00,['Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62'],4.91,17.91,411080.00,512.00,680.73,0.45,1,72622.45,202.82,4668.64,11.00,633804.00,4648.55,69.27,2.91,1576183706.00
g8Ujcw,11,['2019/12/12/[$LATEST]144dbb1e9eb44273ab5c23465f21fd41'],25596.64,278.00,2.00,568.00,0.00,0.00,1.82,0.00,0.09,['Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62'],4.64,34.27,418723.27,512.00,680.09,0.18,1,70206.73,156.09,2914.55,11.00,633804.00,2879.64,119.73,2.55,1576182424.00
hzWV28,11,['2019/12/12/[$LATEST]ade6a3d911f743df9b97b8197ddb3061'],22155.64,284.09,2.00,511.36,0.00,0.00,1.55,0.00,0.09,['Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62'],5.18,35.09,416272.36,512.00,685.64,0.36,1,71606.55,182.91,2630.73,11.00,633804.00,2594.64,63.09,1.18,1576183637.00
jpm7Bu,3,['2019/12/12/[$LATEST]16837b7d7391406ab610e273e4f45e53'],20873.00,1570.33,2.00,3603.67,0.33,0.00,6.67,0.00,0.00,['Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62'],17.33,105.67,432526.67,512.00,671.67,1.00,1,67550.00,654.33,18281.33,3.00,633804.00,18174.67,115.67,9.67,1576182943.00
mBp05T,11,['2019/12/12/[$LATEST]fcc7d3f39bfa436d8a3ca069a08c5856'],21309.91,211.55,2.00,457.36,0.09,0.00,1.09,0.00,0.00,['Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62'],2.55,27.73,418596.73,512.00,677.64,0.09,1,70264.73,103.64,2339.27,11.00,633804.00,2309.00,166.36,3.27,1576183452.00
vfjy6n,11,['2019/12/12/[$LATEST]11f62e8a6c6b408586b6c302dc8071b0'],23170.27,358.09,2.00,799.27,0.00,0.00,1.73,0.00,0.09,['Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62'],4.55,31.73,415672.73,512.00,685.73,0.18,1,71316.18,185.36,4070.36,11.00,633804.00,4038.09,134.27,2.45,1576183461.00
wlA3wq,11,['2019/12/12/[$LATEST]004c9f15db7d4685a3bf5cb6d0e02e45'],21392.73,344.36,2.00,674.00,0.00,0.00,2.00,0.00,0.18,['Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62'],4.27,31.64,411956.73,512.00,683.55,0.45,1,73637.09,259.00,3441.09,11.00,633804.00,3408.45,16.00,0.73,1576184143.00
yVBXpQ,11,['2019/12/12/[$LATEST]a93869d0cfce4d6f8907ec48e9eef4fc'],22830.36,308.00,2.00,621.91,0.00,0.00,1.82,0.00,0.18,['Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62'],4.73,29.82,417087.27,512.00,684.73,0.27,1,70821.45,174.27,3181.64,11.00,633804.00,3150.73,236.18,3.82,1576183089.00
Total number of unique vmIDs: 10

Category zTenancy[vmID]:
zTenancy[vmID],uses,containerID_list,avg_contextSwitches,avg_contextSwitchesDelta,avg_cpuCores,avg_cpuIdleDelta,avg_cpuIowaitDelta,avg_cpuIrqDelta,avg_cpuKrnDelta,avg_cpuNiceDelta,avg_cpuSoftIrqDelta,avg_cpuUsrDelta,avg_frameworkRuntime,avg_freeMemory,avg_functionMemory,avg_majorPageFaults,avg_majorPageFaultsDelta,sum_newcontainer,avg_pageFaults,avg_pageFaultsDelta,avg_runtime,avg_tenants[vmID],avg_totalMemory,avg_userRuntime,vmID_list,avg_vmcpusteal,avg_vmcpustealDelta,avg_vmuptime
Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11,99,['2019/12/12/[$LATEST]004c9f15db7d4685a3bf5cb6d0e02e45'; '2019/12/12/[$LATEST]11f62e8a6c6b408586b6c302dc8071b0'; '2019/12/12/[$LATEST]144dbb1e9eb44273ab5c23465f21fd41'; '2019/12/12/[$LATEST]5b89876785564fd2bfa943b4bd9cd824'; '2019/12/12/[$LATEST]812e2aa9aec64af0b75436a6ab3d09c7'; '2019/12/12/[$LATEST]a93869d0cfce4d6f8907ec48e9eef4fc'; '2019/12/12/[$LATEST]ade6a3d911f743df9b97b8197ddb3061'; '2019/12/12/[$LATEST]ba0763c7d19e40c38217c37785fec6b5'; '2019/12/12/[$LATEST]fcc7d3f39bfa436d8a3ca069a08c5856'],23164.90,325.94,2.00,683.52,0.03,0.00,1.69,0.00,0.08,4.60,30.24,415184.44,512.00,683.08,0.31,9,71567.72,189.68,3488.12,11.00,633804.00,3456.62,['5BaqaE'; 'TBroUA'; 'V3MMI0'; 'g8Ujcw'; 'hzWV28'; 'mBp05T'; 'vfjy6n'; 'wlA3wq'; 'yVBXpQ'],114.59,2.67,1576183316.89
Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 3,3,['2019/12/12/[$LATEST]16837b7d7391406ab610e273e4f45e53'],20873.00,1570.33,2.00,3603.67,0.33,0.00,6.67,0.00,0.00,17.33,105.67,432526.67,512.00,671.67,1.00,1,67550.00,654.33,18281.33,3.00,633804.00,18174.67,['jpm7Bu'],115.67,9.67,1576182943.00
Total number of unique zTenancy[vmID]s: 2

--- Runs of Group zTenancy[vmID] ---

Category zTenancy[vmID] with Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11:
containerID,contextSwitches,contextSwitchesDelta,cpuCores,cpuIdleDelta,cpuIowaitDelta,cpuIrqDelta,cpuKrnDelta,cpuNiceDelta,cpuSoftIrqDelta,cpuUsrDelta,frameworkRuntime,freeMemory,functionMemory,functionName,functionRegion,majorPageFaults,majorPageFaultsDelta,newcontainer,pageFaults,pageFaultsDelta,runtime,tenants[vmID],totalMemory,userRuntime,uuid,vmID,vmcpusteal,vmcpustealDelta,vmuptime,zTenancy[vmID]
2019/12/12/[$LATEST]004c9f15db7d4685a3bf5cb6d0e02e45,21558,40,2,1,0,0,0,0,0,0,89,406212,512,tutorial9,us-east-1,688,0,0,74386,4,92,11,633804,0,d79e1243-13ed-4f9d-99fd-590c02b47d4c,wlA3wq,16,0,1576184143,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]812e2aa9aec64af0b75436a6ab3d09c7,23928,0,2,0,0,0,0,0,0,0,4,404900,512,tutorial9,us-east-1,685,0,0,73815,0,20,11,633804,0,73aad9bd-ce4d-4405-ab6c-27d5012ddc73,V3MMI0,76,0,1576183706,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]ba0763c7d19e40c38217c37785fec6b5,24479,4,2,0,0,0,0,0,0,0,57,404888,512,tutorial9,us-east-1,691,0,0,73820,0,58,11,633804,0,9c336ea7-2e72-4845-bca9-eaaea3d591b2,5BaqaE,99,0,1576183247,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]fcc7d3f39bfa436d8a3ca069a08c5856,21436,0,2,0,0,0,0,0,0,0,4,413560,512,tutorial9,us-east-1,681,0,0,70770,0,5,11,633804,0,2dc8ab96-0e86-41b0-b5f7-ee5d5e71057d,mBp05T,175,0,1576183452,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]144dbb1e9eb44273ab5c23465f21fd41,26547,2,2,0,0,0,0,0,0,0,4,412720,512,tutorial9,us-east-1,684,0,0,71309,0,5,11,633804,0,e7900f82-3990-43ee-8e05-db22673e71c7,g8Ujcw,127,0,1576182424,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]ba0763c7d19e40c38217c37785fec6b5,26716,894,2,2395,0,0,1,0,0,2,4,404548,512,tutorial9,us-east-1,691,0,0,74500,1,12006,11,633804,12001,9c336ea7-2e72-4845-bca9-eaaea3d591b2,5BaqaE,108,5,1576183247,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]11f62e8a6c6b408586b6c302dc8071b0,21503,1669,2,3764,0,0,6,0,1,26,4,413064,512,tutorial9,us-east-1,688,2,0,71056,579,19036,11,633804,19031,e1707efd-06d3-4601-bd65-83f7b5a7b0cc,vfjy6n,126,11,1576183461,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]11f62e8a6c6b408586b6c302dc8071b0,23448,15,2,3,0,0,0,0,0,0,4,410188,512,tutorial9,us-east-1,690,0,0,71799,2,24,11,633804,18,e1707efd-06d3-4601-bd65-83f7b5a7b0cc,vfjy6n,139,0,1576183461,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]11f62e8a6c6b408586b6c302dc8071b0,23856,2,2,0,0,0,0,0,0,0,4,409840,512,tutorial9,us-east-1,690,0,0,72190,0,5,11,633804,1,e1707efd-06d3-4601-bd65-83f7b5a7b0cc,vfjy6n,140,0,1576183461,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]ade6a3d911f743df9b97b8197ddb3061,25618,736,2,2398,0,0,1,0,0,1,38,409488,512,tutorial9,us-east-1,690,0,0,73492,0,12039,11,633804,12000,a96e99b1-d05f-4f26-b602-73c851b0b36d,hzWV28,73,5,1576183637,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]ba0763c7d19e40c38217c37785fec6b5,24007,0,2,0,0,0,0,0,0,0,10,405308,512,tutorial9,us-east-1,691,0,0,73470,0,11,11,633804,0,9c336ea7-2e72-4845-bca9-eaaea3d591b2,5BaqaE,94,0,1576183247,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]5b89876785564fd2bfa943b4bd9cd824,16055,1575,2,2629,1,0,11,0,1,25,283,472180,512,tutorial9,us-east-1,643,2,1,60576,1242,13665,11,633804,13381,4828f38f-740b-4086-9a44-5aa2c09ead44,TBroUA,65,19,1576182693,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]fcc7d3f39bfa436d8a3ca069a08c5856,22254,21,2,0,0,0,0,0,0,0,4,412800,512,tutorial9,us-east-1,681,0,0,71444,5,5,11,633804,0,2dc8ab96-0e86-41b0-b5f7-ee5d5e71057d,mBp05T,179,0,1576183452,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]144dbb1e9eb44273ab5c23465f21fd41,27070,0,2,0,0,0,0,0,0,0,4,412456,512,tutorial9,us-east-1,684,0,0,71740,0,4,11,633804,0,e7900f82-3990-43ee-8e05-db22673e71c7,g8Ujcw,128,0,1576182424,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]004c9f15db7d4685a3bf5cb6d0e02e45,22799,4,2,0,0,0,0,0,0,0,3,404916,512,tutorial9,us-east-1,688,0,0,75449,0,4,11,633804,0,d79e1243-13ed-4f9d-99fd-590c02b47d4c,wlA3wq,18,0,1576184143,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]812e2aa9aec64af0b75436a6ab3d09c7,26434,765,2,2398,0,0,0,0,0,1,3,404360,512,tutorial9,us-east-1,685,0,0,74704,2,12004,11,633804,12000,73aad9bd-ce4d-4405-ab6c-27d5012ddc73,V3MMI0,87,4,1576183706,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]144dbb1e9eb44273ab5c23465f21fd41,16843,1475,2,2623,0,0,13,0,0,22,239,472956,512,tutorial9,us-east-1,643,0,1,60692,1297,13579,11,633804,13339,e7900f82-3990-43ee-8e05-db22673e71c7,g8Ujcw,63,15,1576182424,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]fcc7d3f39bfa436d8a3ca069a08c5856,21865,2,2,0,0,0,0,0,0,0,4,413064,512,tutorial9,us-east-1,681,0,0,71110,0,5,11,633804,1,2dc8ab96-0e86-41b0-b5f7-ee5d5e71057d,mBp05T,176,0,1576183452,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]5b89876785564fd2bfa943b4bd9cd824,26553,2,2,0,0,0,0,0,0,0,11,409604,512,tutorial9,us-east-1,688,0,0,72178,0,12,11,633804,0,4828f38f-740b-4086-9a44-5aa2c09ead44,TBroUA,143,0,1576182693,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]ba0763c7d19e40c38217c37785fec6b5,24687,4,2,0,0,0,0,0,0,0,5,404888,512,tutorial9,us-east-1,691,0,0,73993,0,6,11,633804,0,9c336ea7-2e72-4845-bca9-eaaea3d591b2,5BaqaE,100,0,1576183247,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]5b89876785564fd2bfa943b4bd9cd824,26175,2,2,0,0,0,0,0,0,0,4,409976,512,tutorial9,us-east-1,688,0,0,71871,0,13,11,633804,0,4828f38f-740b-4086-9a44-5aa2c09ead44,TBroUA,142,0,1576182693,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]ba0763c7d19e40c38217c37785fec6b5,24811,0,2,0,0,0,0,0,0,0,5,404640,512,tutorial9,us-east-1,691,0,0,74145,0,6,11,633804,0,9c336ea7-2e72-4845-bca9-eaaea3d591b2,5BaqaE,100,1,1576183247,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]ba0763c7d19e40c38217c37785fec6b5,21750,1623,2,3103,0,0,8,0,0,28,12,409780,512,tutorial9,us-east-1,688,3,0,72513,420,15746,11,633804,15733,9c336ea7-2e72-4845-bca9-eaaea3d591b2,5BaqaE,71,18,1576183247,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]812e2aa9aec64af0b75436a6ab3d09c7,24766,2,2,0,0,0,0,0,0,0,4,404336,512,tutorial9,us-east-1,685,0,0,74456,0,4,11,633804,0,73aad9bd-ce4d-4405-ab6c-27d5012ddc73,V3MMI0,78,0,1576183706,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]a93869d0cfce4d6f8907ec48e9eef4fc,14082,1465,2,2621,0,0,15,0,0,23,202,472396,512,tutorial9,us-east-1,645,0,1,60772,1493,13548,11,633804,13345,d0a5bb95-9b35-4bb2-9253-0b3acda23061,yVBXpQ,64,24,1576183089,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]a93869d0cfce4d6f8907ec48e9eef4fc,26198,780,2,2397,0,0,0,0,1,1,14,410416,512,tutorial9,us-east-1,689,0,0,72643,0,12017,11,633804,12001,d0a5bb95-9b35-4bb2-9253-0b3acda23061,yVBXpQ,273,9,1576183089,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]ba0763c7d19e40c38217c37785fec6b5,23816,0,2,0,0,0,0,0,0,0,19,405704,512,tutorial9,us-east-1,691,0,0,73306,0,20,11,633804,0,9c336ea7-2e72-4845-bca9-eaaea3d591b2,5BaqaE,92,0,1576183247,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
2019/12/12/[$LATEST]fcc7d3f39bfa436d8a3ca069a08c5856,20991,0,2,0,0,0,0,0,0,0,17,414268,512,tutorial9,us-east-1,681,0,0,70343,0,18,11,633804,0,2dc8ab96-0e86-41b0-b5f7-ee5d5e71057d,mBp05T,173,0,1576183452,Intel(R) Xeon(R) Processor @ 2.50GHz - Model 62 - 11
